"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Yard Waste Not Collected","Environmental Services","3##","JOHN B","WARD 2","Phone","MAY 10, 2023 09:18:48 AM"
"Yard Waste Not Collected","Environmental Services","23##","LOUIS","WARD 4","Citizen Mobile Apps","MAY 19, 2023 05:26:39 AM"
"Yard Waste Not Collected","Environmental Services","7##","KENNEDY","WARD 1","Phone","MAY 18, 2023 01:58:21 PM"
"Yard Waste Not Collected","Environmental Services","18##","KILDARE","WARD 4","Citizen Mobile Apps","MAY 19, 2023 09:58:43 AM"
"Yard Waste Not Collected","Environmental Services","2##","GLADSTONE","WARD 4","Phone","MAY 30, 2023 01:02:52 PM"
"Yard Waste Not Collected","Environmental Services","8##","LENS","WARD 4","Citizen Mobile Apps","MAY 18, 2023 10:49:38 PM"
"Yard Waste Not Collected","Environmental Services","15##","STRATFORD","WARD 1","Phone","JUN 14, 2023 03:54:19 PM"
"Yard Waste Not Collected","Environmental Services","42##","STAGECOACH","WARD 1","Citizen Mobile Apps","JUN 14, 2023 06:53:34 PM"
"Yard Waste Not Collected","Environmental Services","35##","TURNER","WARD 9","Phone","JUN 15, 2023 08:38:43 AM"
"Yard Waste Not Collected","Environmental Services","30##","ERINDALE","WARD 9","Phone","JUN 15, 2023 09:26:26 AM"
"Yard Waste Not Collected","Environmental Services","3##","EDINBOROUGH","WARD 10","Phone","JUN 15, 2023 09:35:20 AM"
"Yard Waste Not Collected","Environmental Services","7##","VANIER","WARD 10","Phone","JUN 15, 2023 11:18:44 AM"
"Yard Waste Not Collected","Environmental Services","13##","HIGHNOON","WARD 1","Phone","JUN 15, 2023 11:26:25 AM"
"Yard Waste Not Collected","Environmental Services","10##","IMPERIAL","WARD 1","Phone","JUN 15, 2023 11:46:08 AM"
"Yard Waste Not Collected","Environmental Services","4##","PRINCE","WARD 2","Phone","JUN 23, 2023 01:42:36 PM"
"Yard Waste Not Collected","Environmental Services","13##","PELLETIER","WARD 2","Phone","JUN 27, 2023 11:47:48 AM"
"Yard Waste Not Collected","Environmental Services","4##","ELLIOTT","WARD 3","Phone","JUN 28, 2023 11:47:50 AM"
"Yard Waste Not Collected","Environmental Services","5##","CHATEAU","WARD 7","Phone","MAY 29, 2023 08:57:12 AM"
"Yard Waste Not Collected","Environmental Services","4##","GROVE","WARD 3","Phone","MAY 26, 2023 10:35:43 AM"
"Yard Waste Not Collected","Environmental Services","9##","CHATEAU","WARD 7","Phone","MAY 29, 2023 09:24:54 AM"
"Yard Waste Not Collected","Environmental Services","8##","FRANCOIS","WARD 5","Phone","MAY 26, 2023 10:59:37 AM"
"Yard Waste Not Collected","Environmental Services","16##","YORK","WARD 3","Phone","MAY 26, 2023 02:22:58 PM"
"Yard Waste Not Collected","Environmental Services","10##","CHATEAU","WARD 7","Phone","MAY 29, 2023 08:57:02 AM"
"Yard Waste Not Collected","Environmental Services","15##","VICTORIA","WARD 3","Phone","JUN 22, 2023 03:29:07 PM"
"Yard Waste Not Collected","Environmental Services","15##","LINCOLN","WARD 4","Phone","JUN 23, 2023 09:06:54 AM"
"Yard Waste Not Collected","Environmental Services","9##","GLADSTONE","WARD 4","Phone","JUN 09, 2023 01:26:06 PM"
"Yard Waste Not Collected","Environmental Services","14##","LANGLOIS","WARD 4","Phone","MAY 11, 2023 09:23:48 AM"
"Yard Waste Not Collected","Environmental Services","11##","MOY","WARD 4","Phone","MAY 11, 2023 10:04:12 AM"
"Yard Waste Not Collected","Environmental Services","3##","LANGLOIS","WARD 4","Phone","MAY 11, 2023 11:48:13 AM"
"Yard Waste Not Collected","Environmental Services","28##","SEMINOLE","WARD 5","Phone","MAY 11, 2023 01:26:26 PM"
"Yard Waste Not Collected","Environmental Services","15##","ALBERT","WARD 5","Phone","MAY 11, 2023 03:28:30 PM"
"Yard Waste Not Collected","Environmental Services","10##","RIVERDALE","WARD 6","Phone","MAY 01, 2023 09:15:17 AM"
"Yard Waste Not Collected","Environmental Services","11##","ROSELAWN","WARD 1","Phone","MAR 01, 2023 02:46:59 PM"
"Yard Waste Not Collected","Environmental Services","29##","EVERTS","WARD 10","Phone","MAR 01, 2023 08:17:11 AM"
"Yard Waste Not Collected","Environmental Services","29##","CURRY","WARD 10","Phone","MAR 01, 2023 08:29:12 AM"
"Yard Waste Not Collected","Environmental Services","30##","CHURCH","WARD 1","Phone","MAR 01, 2023 09:24:17 AM"
"Yard Waste Not Collected","Environmental Services","36##","DOMINION","WARD 1","Phone","MAR 01, 2023 10:32:35 AM"
"Yard Waste Not Collected","Environmental Services","24##","CURRY","WARD 10","Phone","MAR 01, 2023 10:43:43 AM"
"Yard Waste Not Collected","Environmental Services","22##","DANDURAND","WARD 10","Phone","MAR 01, 2023 10:58:29 AM"
"Yard Waste Not Collected","Environmental Services","35##","KING","WARD 2","Phone","MAR 01, 2023 11:10:20 AM"
"Yard Waste Not Collected","Environmental Services","15##","RIVERSIDE","WARD 2","Phone","MAR 01, 2023 11:36:21 AM"
"Yard Waste Not Collected","Environmental Services","26##","ST CLAIR","WARD 10","Phone","MAR 01, 2023 12:05:47 PM"
"Yard Waste Not Collected","Environmental Services","16##","GREENVIEW","WARD 2","Phone","MAR 01, 2023 01:18:30 PM"
"Yard Waste Not Collected","Environmental Services","27##","ASKIN","WARD 10","Phone","MAR 01, 2023 03:49:00 PM"
"Yard Waste Not Collected","Environmental Services","27##","MCKAY","WARD 10","Phone","MAR 01, 2023 01:29:13 PM"
"Yard Waste Not Collected","Environmental Services","36##","ASKIN","WARD 1","Phone","MAR 01, 2023 01:36:40 PM"
"Yard Waste Not Collected","Environmental Services","36##","ASKIN","WARD 1","Phone","MAR 01, 2023 01:38:25 PM"
"Yard Waste Not Collected","Environmental Services","36##","GLENWOOD","WARD 1","Phone","MAR 01, 2023 01:56:17 PM"
"Yard Waste Not Collected","Environmental Services","10##","CRESTWOOD","WARD 1","Phone","MAR 01, 2023 02:50:10 PM"
"Yard Waste Not Collected","Environmental Services","5##","ROSELAND","WARD 1","Phone","MAR 02, 2023 09:46:09 AM"
"Yard Waste Not Collected","Environmental Services","6##","BARTLET","WARD 1","Phone","MAR 02, 2023 10:29:40 AM"
"Yard Waste Not Collected","Environmental Services","27##","VIRGINIA PARK","WARD 10","Phone","MAR 02, 2023 12:19:06 PM"
"Yard Waste Not Collected","Environmental Services","31##","RIBERDY","WARD 9","Phone","JUL 20, 2023 11:23:26 AM"
"Yard Waste Not Collected","Environmental Services","11##","ERIE","WARD 4","Phone","JUL 20, 2023 03:08:01 PM"
"Yard Waste Not Collected","Environmental Services","15##","NORMAN","WARD 8","Phone","JUL 21, 2023 10:38:57 AM"
"Yard Waste Not Collected","Environmental Services","35##","BLISS","WARD 9","Phone","APR 20, 2023 01:02:15 PM"
"Yard Waste Not Collected","Environmental Services","6##","CHARLOTTE","WARD 10","Phone","APR 20, 2023 08:39:17 AM"
"Yard Waste Not Collected","Environmental Services","22##","CHURCH","WARD 3","Phone","APR 20, 2023 09:48:29 AM"
"Yard Waste Not Collected","Environmental Services","21##","MCDOUGALL","WARD 3","Phone","APR 20, 2023 09:54:34 AM"
"Yard Waste Not Collected","Environmental Services","6##","GRAND MARAIS","WARD 10","Phone","APR 20, 2023 10:01:02 AM"
"Yard Waste Not Collected","Environmental Services","2##","CURRY","WARD 2","Phone","APR 26, 2023 10:15:22 AM"
"Yard Waste Not Collected","Environmental Services","2##","CURRY","WARD 2","Phone","APR 26, 2023 03:16:43 PM"
"Yard Waste Not Collected","Environmental Services","34##","EVERTS","WARD 1","Text","MAR 01, 2023 11:49:52 AM"
"Yard Waste Not Collected","Environmental Services","24##","ACADEMY","WARD 10","Citizen Mobile Apps","MAY 01, 2023 10:17:47 AM"
"Yard Waste Not Collected","Environmental Services","33##","MARK","WARD 1","Phone","MAY 02, 2023 08:58:57 AM"
"Yard Waste Not Collected","Environmental Services","3##","GERALDINE","WARD 9","Phone","MAY 03, 2023 08:46:49 AM"
"Yard Waste Not Collected","Environmental Services","33##","BOXWOOD","WARD 7","Phone","JUN 16, 2023 11:45:37 AM"
"Yard Waste Not Collected","Environmental Services","46##","WALKER","WARD 9","Phone","JUN 16, 2023 10:15:54 AM"
"Yard Waste Not Collected","Environmental Services","7##","VIMY","WARD 4","Phone","JUN 16, 2023 11:20:41 AM"
"Yard Waste Not Collected","Environmental Services","10##","PRINCE","WARD 2","Phone","MAR 01, 2023 11:19:05 AM"
"Yard Waste Not Collected","Environmental Services","37##","ASKIN","WARD 1","Phone","MAR 02, 2023 09:11:40 AM"
"Yard Waste Not Collected","Environmental Services","4##","MCEWAN","WARD 2","Phone","MAR 02, 2023 09:18:20 AM"
"Yard Waste Not Collected","Environmental Services","34##","AVONDALE","WARD 1","Phone","MAR 02, 2023 09:39:50 AM"
"Yard Waste Not Collected","Environmental Services","29##","EVERTS","WARD 10","Phone","MAR 02, 2023 09:56:58 AM"
"Yard Waste Not Collected","Environmental Services","37##","VIRGINIA PARK","WARD 1","Phone","MAR 02, 2023 10:23:52 AM"
"Yard Waste Not Collected","Environmental Services","17##","LONGFELLOW","WARD 10","Phone","MAR 02, 2023 11:42:45 AM"
"Yard Waste Not Collected","Environmental Services","6##","COUSINEAU","WARD 1","Phone","MAR 02, 2023 01:04:29 PM"
"Yard Waste Not Collected","Environmental Services","19##","RICHMOND","WARD 4","E-Mail","MAR 03, 2023 09:50:40 AM"
"Yard Waste Not Collected","Environmental Services","30##","DANDURAND","WARD 1","Phone","MAR 03, 2023 01:37:34 PM"
"Yard Waste Not Collected","Environmental Services","32##","RIBERDY","WARD 9","Phone","MAR 06, 2023 11:31:22 AM"
"Yard Waste Not Collected","Environmental Services","84##","RIVERSIDE","WARD 6","Phone","MAR 06, 2023 01:22:24 PM"
"Yard Waste Not Collected","Environmental Services","8##","ST MARY'S","WARD 6","Phone","MAR 06, 2023 02:24:48 PM"
"Yard Waste Not Collected","Environmental Services","13##","GLADSTONE","WARD 4","Phone","MAR 06, 2023 02:46:19 PM"
"Yard Waste Not Collected","Environmental Services","84##","RIVERSIDE","WARD 6","Phone","MAR 06, 2023 03:12:04 PM"
"Yard Waste Not Collected","Environmental Services","39##","RODD","WARD 1","Web Intake","FEB 27, 2023 03:13:00 PM"
"Yard Waste Not Collected","Environmental Services","35##","ROCKWELL","WARD 1","Phone","FEB 28, 2023 12:56:51 PM"
"Yard Waste Not Collected","Environmental Services","12##","PRINCE","WARD 2","Phone","FEB 28, 2023 11:44:50 AM"
"Yard Waste Not Collected","Environmental Services","28##","CALIFORNIA","WARD 10","Phone","MAY 03, 2023 12:49:00 PM"
"Yard Waste Not Collected","Environmental Services","22##","CHURCH","WARD 3","Phone","MAY 04, 2023 08:30:00 AM"
"Yard Waste Not Collected","Environmental Services","13##","IMPERIAL","WARD 1","Phone","MAY 04, 2023 08:46:28 AM"
"Yard Waste Not Collected","Environmental Services","26##","CLEMENCEAU","WARD 8","E-Mail","MAR 07, 2023 02:44:11 PM"
"Yard Waste Not Collected","Environmental Services","47##","KOMINAR","WARD 1","Phone","MAY 04, 2023 09:24:15 AM"
"Yard Waste Not Collected","Environmental Services","8##","MARCUZ","WARD 1","Phone","MAY 04, 2023 10:38:52 AM"
"Yard Waste Not Collected","Environmental Services","7##","D'ANDREA","WARD 9","Phone","MAY 05, 2023 08:44:12 AM"
"Yard Waste Not Collected","Environmental Services","35##","VIRGINIA PARK","WARD 1","Phone","MAY 05, 2023 09:14:08 AM"
"Yard Waste Not Collected","Environmental Services","23##","YOUNGSTOWN","WARD 10","Phone","MAY 05, 2023 10:48:23 AM"
"Yard Waste Not Collected","Environmental Services","5##","WALLACE","WARD 9","Phone","FEB 28, 2023 02:07:10 PM"
"Yard Waste Not Collected","Environmental Services","7##","BRIDGE","WARD 2","Web Intake","FEB 28, 2023 02:24:05 PM"
"Yard Waste Not Collected","Environmental Services","34##","HARRIS","WARD 2","Phone","MAR 01, 2023 08:33:30 AM"
"Yard Waste Not Collected","Environmental Services","24##","MEIGHEN","WARD 5","Phone","MAR 01, 2023 11:07:56 AM"
"Yard Waste Not Collected","Environmental Services","24##","RANDOLPH","WARD 10","Phone","MAR 01, 2023 02:45:33 PM"
"Yard Waste Not Collected","Environmental Services","24##","RANDOLPH","WARD 10","Phone","MAR 01, 2023 02:52:24 PM"
"Yard Waste Not Collected","Environmental Services","21##","JANETTE","WARD 3","Phone","MAR 02, 2023 12:24:59 PM"
"Yard Waste Not Collected","Environmental Services","27##","MCKAY","WARD 10","Phone","MAR 06, 2023 02:41:06 PM"
"Yard Waste Not Collected","Environmental Services","24##","FRANCOIS","WARD 5","Phone","MAR 07, 2023 11:37:35 AM"
"Yard Waste Not Collected","Environmental Services","108##","EASTCOURT","WARD 7","Phone","MAR 07, 2023 03:25:31 PM"
"Yard Waste Not Collected","Environmental Services","29##","EVERTS","WARD 10","Phone","MAR 08, 2023 08:53:57 AM"
"Yard Waste Not Collected","Environmental Services","6##","ROSEDALE","WARD 2","Phone","MAR 08, 2023 09:24:57 AM"
"Yard Waste Not Collected","Environmental Services","15##","BLUE SPRING","WARD 10","Phone","MAR 08, 2023 01:19:20 PM"
"Yard Waste Not Collected","Environmental Services","8##","BARTLET","WARD 1","Phone","MAR 09, 2023 09:58:43 AM"
"Yard Waste Not Collected","Environmental Services","12##","MCEWAN","WARD 2","Phone","MAR 09, 2023 01:54:01 PM"
"Yard Waste Not Collected","Environmental Services","24##","CHANDLER","WARD 5","Phone","MAR 10, 2023 08:48:35 AM"
"Yard Waste Not Collected","Environmental Services","18##","DURHAM","WARD 4","Phone","MAR 22, 2023 08:12:12 AM"
"Yard Waste Not Collected","Environmental Services","22##","ST PATRICK'S","WARD 10","Phone","MAR 01, 2023 10:53:06 AM"
"Yard Waste Not Collected","Environmental Services","16##","LEDUC","WARD 2","Phone","MAR 01, 2023 12:34:01 PM"
"Yard Waste Not Collected","Environmental Services","13##","EDWARD","WARD 6","Phone","APR 28, 2023 08:25:57 AM"
"Yard Waste Not Collected","Environmental Services","9##","JANISSE","WARD 6","Phone","APR 28, 2023 01:14:15 PM"
"Yard Waste Not Collected","Environmental Services","32##","LONGFELLOW","WARD 1","Phone","NOV 01, 2023 02:06:10 PM"
