"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Rodent Extermination Program","Environmental Services","11##","LINCOLN","WARD 4","Phone","APR 19, 2023 01:33:17 PM"
"Rodent Extermination Program","Environmental Services","15##","FORD","WARD 8","Phone","MAR 27, 2023 09:05:45 AM"
"Rodent Extermination Program","Environmental Services","13##","PIERRE","WARD 4","Phone","MAR 29, 2023 10:08:04 AM"
"Rodent Extermination Program","Environmental Services","25##","GAIL","WARD 4","Phone","APR 03, 2023 12:56:02 PM"
"Rodent Extermination Program","Environmental Services","2##","MONTROSE","WARD 3","Phone","APR 04, 2023 10:46:54 AM"
"Rodent Extermination Program","Environmental Services","17##","AUBIN","WARD 5","Phone","APR 04, 2023 02:22:46 PM"
"Rodent Extermination Program","Environmental Services","14##","PILLETTE","WARD 8","Phone","APR 05, 2023 09:34:30 AM"
"Rodent Extermination Program","Environmental Services","31##","MORRIS","WARD 1","Phone","APR 05, 2023 12:32:48 PM"
"Rodent Extermination Program","Environmental Services","9##","PELISSIER","WARD 3","Phone","APR 05, 2023 03:38:22 PM"
"Rodent Extermination Program","Environmental Services","11##","CATARAQUI","WARD 4","Phone","APR 06, 2023 09:06:33 AM"
"Rodent Extermination Program","Environmental Services","25##","TURNER","WARD 4","Phone","APR 06, 2023 11:47:39 AM"
"Rodent Extermination Program","Environmental Services","11##","WELLINGTON","WARD 3","Phone","APR 06, 2023 01:07:34 PM"
"Rodent Extermination Program","Environmental Services","26##","BERNARD","WARD 5","Phone","APR 11, 2023 08:09:31 AM"
"Rodent Extermination Program","Environmental Services","6##","CHURCH","WARD 3","Phone","APR 19, 2023 01:37:43 PM"
"Rodent Extermination Program","Environmental Services","16##","CADILLAC","WARD 5","Phone","APR 20, 2023 10:15:30 AM"
"Rodent Extermination Program","Environmental Services","16##","HICKORY","WARD 5","E-Mail","APR 20, 2023 10:19:34 AM"
"Rodent Extermination Program","Environmental Services","16##","HICKORY","WARD 5","Phone","APR 20, 2023 11:49:31 AM"
"Rodent Extermination Program","Environmental Services","24##","ALEXANDRA","WARD 10","Phone","APR 20, 2023 12:08:11 PM"
"Rodent Extermination Program","Environmental Services","14##","AUBIN","WARD 5","Phone","APR 20, 2023 03:05:51 PM"
"Rodent Extermination Program","Environmental Services","9##","HOWARD","WARD 4","Phone","APR 03, 2023 11:20:35 AM"
"Rodent Extermination Program","Environmental Services","3##","MATTHEW BRADY","WARD 6","Phone","APR 03, 2023 11:36:17 AM"
"Rodent Extermination Program","Environmental Services","11##","HIGHLAND","WARD 3","E-Mail","APR 03, 2023 03:16:26 PM"
"Rodent Extermination Program","Environmental Services","31##","MELBOURNE","WARD 2","Phone","APR 06, 2023 01:09:12 PM"
"Rodent Extermination Program","Environmental Services","21##","NIAGARA","WARD 4","Phone","APR 11, 2023 09:11:18 AM"
"Rodent Extermination Program","Environmental Services","15##","GOYEAU","WARD 3","Phone","APR 11, 2023 09:13:13 AM"
"Rodent Extermination Program","Environmental Services","11##","VICTORIA","WARD 3","Phone","APR 11, 2023 11:14:59 AM"
"Rodent Extermination Program","Environmental Services","31##","EVERTS","WARD 1","Phone","APR 11, 2023 11:41:26 AM"
"Rodent Extermination Program","Environmental Services","9##","MCEWAN","WARD 2","Phone","JUN 07, 2023 11:21:56 AM"
"Rodent Extermination Program","Environmental Services","4##","ERIE","WARD 3","Phone","JUN 12, 2023 10:45:51 AM"
"Rodent Extermination Program","Environmental Services","25##","WINDERMERE","WARD 4","Phone","JUN 12, 2023 11:15:12 AM"
"Rodent Extermination Program","Environmental Services","17##","KILDARE","WARD 4","Phone","JUN 12, 2023 01:35:37 PM"
"Rodent Extermination Program","Environmental Services","10##","WELLINGTON","WARD 3","Phone","JUN 12, 2023 03:03:52 PM"
"Rodent Extermination Program","Environmental Services","16##","PARENT","WARD 4","Phone","JUN 12, 2023 03:12:54 PM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","JUN 13, 2023 11:27:55 AM"
"Rodent Extermination Program","Environmental Services","15##","VICTORIA","WARD 3","Phone","JUN 13, 2023 12:22:16 PM"
"Rodent Extermination Program","Environmental Services","12##","LAKEVIEW","WARD 7","Phone","JUN 13, 2023 03:32:21 PM"
"Rodent Extermination Program","Environmental Services","17##","ARTHUR","WARD 5","Phone","JUN 14, 2023 02:10:13 PM"
"Rodent Extermination Program","Environmental Services","13##","MAGNOLIA","WARD 7","Phone","JUN 19, 2023 02:10:28 PM"
"Rodent Extermination Program","Environmental Services","5##","RANKIN","WARD 2","Phone","JUN 12, 2023 11:38:15 AM"
"Rodent Extermination Program","Environmental Services","11##","MCKAY","WARD 2","Phone","JUN 19, 2023 03:16:10 PM"
"Rodent Extermination Program","Environmental Services","4##","GILES","WARD 3","Phone","JUN 20, 2023 09:27:06 AM"
"Rodent Extermination Program","Environmental Services","8##","HANNA","WARD 4","Phone","JUN 22, 2023 11:18:32 AM"
"Rodent Extermination Program","Environmental Services","4##","FAIRVIEW","WARD 6","Phone","JUN 26, 2023 08:44:40 AM"
"Rodent Extermination Program","Environmental Services","38##","YELLOWOOD","WARD 9","Phone","JUN 29, 2023 10:12:54 AM"
"Rodent Extermination Program","Environmental Services","7##","HALL","WARD 4","Phone","JUN 29, 2023 10:27:58 AM"
"Rodent Extermination Program","Environmental Services","39##","MAGUIRE","WARD 9","Phone","JUN 29, 2023 10:29:37 AM"
"Rodent Extermination Program","Environmental Services","9##","WATSON","WARD 6","Phone","JUN 29, 2023 12:29:07 PM"
"Rodent Extermination Program","Environmental Services","38##","REGINALD","WARD 5","Phone","JUN 29, 2023 01:28:46 PM"
"Rodent Extermination Program","Environmental Services","34##","GLENWOOD","WARD 1","E-Mail","MAY 23, 2023 03:46:30 PM"
"Rodent Extermination Program","Environmental Services","16##","BERNARD","WARD 5","Phone","JUN 14, 2023 02:38:09 PM"
"Rodent Extermination Program","Environmental Services","7##","VANIER","WARD 10","Phone","JUN 20, 2023 11:55:05 AM"
"Rodent Extermination Program","Environmental Services","7##","STANLEY","WARD 10","Phone","JUN 20, 2023 12:36:57 PM"
"Rodent Extermination Program","Environmental Services","14##","GRANVILLE","WARD 2","Phone","JUN 21, 2023 08:37:20 AM"
"Rodent Extermination Program","Environmental Services","15##","WINDERMERE","WARD 4","Phone","JUN 21, 2023 09:08:19 AM"
"Rodent Extermination Program","Environmental Services","18##","ALBERT","WARD 5","Phone","JUN 21, 2023 12:09:07 PM"
"Rodent Extermination Program","Environmental Services","47##","BARCELONA","WARD 9","Phone","JUN 21, 2023 12:23:41 PM"
"Rodent Extermination Program","Environmental Services","16##","ELSMERE","WARD 4","Phone","JUN 22, 2023 10:33:31 AM"
"Rodent Extermination Program","Environmental Services","34##","GLENWOOD","WARD 1","Phone","JUN 22, 2023 11:53:36 AM"
"Rodent Extermination Program","Environmental Services","14##","BENJAMIN","WARD 4","Phone","JUN 22, 2023 01:28:09 PM"
"Rodent Extermination Program","Environmental Services","21##","YORK","WARD 3","Phone","JUN 22, 2023 01:46:48 PM"
"Rodent Extermination Program","Environmental Services","23##","DOMINION","WARD 10","Phone","MAY 30, 2023 10:43:43 AM"
"Rodent Extermination Program","Environmental Services","114##","ARVILLA","WARD 7","Phone","JUN 22, 2023 02:38:19 PM"
"Rodent Extermination Program","Environmental Services","12##","BRUCE","WARD 3","Phone","JUN 22, 2023 03:19:53 PM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","JUN 23, 2023 09:13:20 AM"
"Rodent Extermination Program","Environmental Services","14##","PILLETTE","WARD 8","Phone","JUN 23, 2023 10:32:17 AM"
"Rodent Extermination Program","Environmental Services","26##","COLUMBIA","WARD 10","Phone","JUN 23, 2023 11:57:35 AM"
"Rodent Extermination Program","Environmental Services","12##","GILES","WARD 4","Phone","JUN 23, 2023 12:39:39 PM"
"Rodent Extermination Program","Environmental Services","34##","MARK","WARD 1","Phone","JUN 26, 2023 09:53:27 AM"
"Rodent Extermination Program","Environmental Services","9##","LINCOLN","WARD 4","Phone","JUN 14, 2023 01:52:53 PM"
"Rodent Extermination Program","Environmental Services","12##","JANETTE","WARD 3","Phone","JUN 15, 2023 09:21:08 AM"
"Rodent Extermination Program","Environmental Services","4##","GILES","WARD 3","Phone","JUN 15, 2023 10:33:20 AM"
"Rodent Extermination Program","Environmental Services","26##","GEM","WARD 5","Phone","JUN 16, 2023 08:30:32 AM"
"Rodent Extermination Program","Environmental Services","2##","PINE","WARD 3","Phone","JUN 16, 2023 03:04:34 PM"
"Rodent Extermination Program","Environmental Services","79##","LILAC","WARD 7","Phone","JUN 19, 2023 08:54:41 AM"
"Rodent Extermination Program","Environmental Services","18##","LARKIN","WARD 5","Phone","JUN 19, 2023 09:26:59 AM"
"Rodent Extermination Program","Environmental Services","14##","ELLROSE","WARD 5","Phone","JUN 19, 2023 09:50:02 AM"
"Rodent Extermination Program","Environmental Services","31##","MULBERRY","WARD 7","Phone","JUN 19, 2023 09:53:02 AM"
"Rodent Extermination Program","Environmental Services","47##","THERESA","WARD 8","Phone","JUN 19, 2023 10:33:22 AM"
"Rodent Extermination Program","Environmental Services","4##","GILES","WARD 3","Phone","JUN 19, 2023 10:34:44 AM"
"Rodent Extermination Program","Environmental Services","11##","CHURCH","WARD 3","Phone","JUN 19, 2023 10:38:34 AM"
"Rodent Extermination Program","Environmental Services","16##","FORD","WARD 8","Phone","JUN 19, 2023 10:53:49 AM"
"Rodent Extermination Program","Environmental Services","8##","JANISSE","WARD 6","Phone","JUN 19, 2023 11:31:27 AM"
"Rodent Extermination Program","Environmental Services","12##","LAKEVIEW","WARD 7","Phone","JUN 19, 2023 02:04:08 PM"
"Rodent Extermination Program","Environmental Services","12##","JANETTE","WARD 3","Phone","JUN 12, 2023 11:44:51 AM"
